cell_id,cell_lat,cell_lon,in_scope
523,40.2767373,-3.6248476,0
524,40.2767373,-3.6218960,0
525,40.2767373,-3.6189445,0
526,40.2767373,-3.6159930,0
527,40.2767373,-3.6130415,0
528,40.2767373,-3.6100899,0
529,40.2767373,-3.6071384,0
530,40.2767373,-3.6041869,0
531,40.2767373,-3.6012354,1
532,40.2767373,-3.5982839,1
533,40.2767373,-3.5953323,1
534,40.2767373,-3.5923808,1
535,40.2767373,-3.5894293,1
536,40.2767373,-3.5864778,1
537,40.2767373,-3.5835262,1
538,40.2767373,-3.5805747,0
539,40.2767373,-3.5776232,0
540,40.2767373,-3.5746717,0
541,40.2767373,-3.5717201,0
542,40.2767373,-3.5687686,0
543,40.2767373,-3.5658171,0
544,40.2767373,-3.5628656,0
545,40.2767373,-3.5599140,0
546,40.2767373,-3.5569625,0
547,40.2767373,-3.5540110,0
548,40.2767373,-3.5510595,0
549,40.2767373,-3.5481079,0
550,40.2767373,-3.5451564,0
551,40.2767373,-3.5422049,0
552,40.2767373,-3.5392534,0
553,40.2767373,-3.5363018,0
554,40.2767373,-3.5333503,0
555,40.2767373,-3.5303988,0
556,40.2767373,-3.5274473,0
557,40.2767373,-3.5244957,0
558,40.2767373,-3.5215442,0
559,40.2767373,-3.5185927,0
560,40.2767373,-3.5156412,0
561,40.2767373,-3.5126896,0
562,40.2767373,-3.5097381,0
563,40.2767373,-3.5067866,0
564,40.2789831,-3.9200000,1
565,40.2789831,-3.9170485,1
566,40.2789831,-3.9140970,1
567,40.2789831,-3.9111454,1
568,40.2789831,-3.9081939,1
569,40.2789831,-3.9052424,1
570,40.2789831,-3.9022909,1
571,40.2789831,-3.8993393,1
572,40.2789831,-3.8963878,0
573,40.2789831,-3.8934363,0
574,40.2789831,-3.8904848,0
575,40.2789831,-3.8875332,0
576,40.2789831,-3.8845817,0
577,40.2789831,-3.8816302,0
578,40.2789831,-3.8786787,0
579,40.2789831,-3.8757271,0
580,40.2789831,-3.8727756,0
